vehicle_id,vehicle_type,battery_capacity_kwh,vehicle_model,vehicle_age,motor_power_kw,vehicle_weight_kg,state_of_charge,battery_temperature,battery_voltage,battery_current,battery_cycles,battery_health,charging_type,charging_time,average_speed,maximum_speed,acceleration,driving_style,distance_travelled,regenerative_braking,outside_temperature,humidity,road_condition,traffic_level,terrain,wind_speed,ac_usage,passenger_load,headlight_usage,infotainment_usage,energy_consumption_kwh_per_100km,estimated_range_km
EV120483,Car,74.75,Tata Nexon EV,7.02,133.36,2220.1,60.01,41.32,402.28,106.44,1919,85.63,AC,8.91,42.61,92.76,3.46,Aggressive,170.42,67.08,33.13,68.68,Good,Very High,Flat,0.0,Off,2,On,On,28.4,135.25
EV120484,Scooty,3.51,Hero Vida V1,1.6,3.96,147.9,27.92,39.85,65.19,40.95,1100,94.56,AC,0.4,48.47,107.24,1.43,Normal,97.34,82.53,27.2,42.53,Good,Medium,Mixed,7.05,High,1,On,Off,8.0,11.59
EV120485,Bus,193.77,JBM ECOLIFE,10.71,265.16,12292.1,92.33,37.95,712.32,243.33,1629,83.91,DC Fast,3.05,38.11,66.95,1.28,Normal,584.01,62.96,35.52,40.71,Average,Medium,Hilly,0.0,Medium,16,Off,On,142.6,105.27
EV120486,Bus,283.6,Ashok Leyland Switch,3.36,200.28,13562.5,65.3,49.67,636.61,100.03,1297,92.54,Depot Fast,1.63,13.55,90.84,1.41,Eco,70.26,78.18,37.25,60.73,Average,Medium,Flat,10.79,Off,15,On,On,129.98,131.85
EV120487,Car,77.3,Tata Tiago EV,5.61,66.41,1312.0,38.8,27.03,408.0,11.22,964,91.07,DC Fast,0.87,54.06,92.07,1.81,Eco,260.02,67.93,20.95,63.35,Average,High,Hilly,5.8,Low,2,Off,On,27.88,97.99
EV120488,Car,50.59,Hyundai Ioniq 5,5.38,46.69,2036.5,29.74,34.51,317.93,38.93,776,89.33,DC Fast,0.75,54.68,105.35,3.15,Normal,154.01,45.94,41.28,51.42,Poor,Medium,Hilly,15.89,Off,2,On,Off,32.39,41.49
EV120489,Car,78.3,MG ZS EV,10.77,161.48,1178.6,13.32,25.01,294.03,68.77,1222,84.36,AC,8.29,57.06,116.66,2.07,Normal,132.13,68.65,25.1,58.85,Good,Medium,Mixed,13.75,Medium,4,Off,On,23.46,37.51
EV120490,Car,65.73,Tata Nexon EV,2.8,53.36,2026.2,55.74,24.47,325.55,110.37,949,91.17,AC,7.3,51.56,89.27,1.93,Normal,33.98,73.94,37.64,62.14,Good,Very High,Hilly,13.34,Low,5,Off,On,32.54,102.67
EV120491,Car,71.14,MG ZS EV,1.94,161.73,1968.6,78.21,19.67,384.82,71.9,675,93.91,AC,6.94,25.84,88.7,4.02,Eco,28.62,63.93,23.54,73.95,Good,Medium,Flat,8.06,Off,1,Off,On,16.31,320.35
EV120492,Car,44.83,Tata Nexon EV,2.77,102.6,1327.2,24.84,29.17,358.23,107.23,531,94.7,DC Fast,0.51,48.61,87.96,1.62,Eco,65.91,34.51,33.34,63.16,Good,Medium,Mixed,4.43,High,1,Off,On,18.94,55.66
EV120493,Bus,152.28,JBM ECOLIFE,9.58,250.15,8187.4,61.47,43.41,633.19,232.49,1965,84.16,DC Fast,2.28,21.71,68.4,1.31,Normal,78.83,47.19,21.7,64.4,Good,High,Flat,10.47,Low,41,Off,Off,115.02,68.49
EV120494,Car,42.91,Mahindra XUV400,10.85,107.67,1677.8,24.14,39.09,362.08,84.51,1924,86.1,DC Fast,0.63,48.49,120.91,3.47,Normal,150.5,67.62,28.18,72.11,Good,High,Mixed,9.18,High,1,Off,On,25.68,34.73
EV120495,Scooty,5.81,TVS iQube,7.95,7.1,109.2,12.45,22.62,63.98,35.16,1314,88.54,Fast Charging,0.89,32.43,70.92,1.53,Eco,117.75,52.69,32.87,77.59,Excellent,Medium,Flat,15.69,Off,1,On,On,4.57,14.02
EV120496,Bus,213.73,Tata Starbus EV,8.41,266.89,16754.7,72.78,42.8,770.88,316.44,1353,88.17,Depot Fast,1.24,36.99,79.26,1.21,Normal,294.3,73.29,16.7,79.11,Good,Medium,Flat,12.19,Off,25,On,On,126.52,108.4
EV120497,Scooty,2.57,Hero Vida V1,4.85,8.56,106.2,73.56,20.31,56.73,9.9,1244,94.28,AC,0.35,21.25,76.44,1.22,Aggressive,118.21,41.43,29.42,41.87,Average,Low,Flat,11.84,Off,1,Off,On,8.0,22.3
EV120498,Car,45.56,MG ZS EV,3.23,68.01,1950.3,62.39,30.17,396.35,54.31,896,95.15,DC Fast,0.71,48.94,119.57,1.36,Eco,105.74,81.13,39.87,73.58,Average,Very High,Flat,15.47,Off,1,On,On,25.49,106.12
EV120499,Car,29.91,Tata Nexon EV,5.85,71.69,2109.5,89.32,27.23,362.93,42.28,1112,88.79,DC Fast,0.33,55.17,82.0,2.86,Eco,136.69,34.16,30.19,59.51,Good,High,Hilly,13.8,High,3,Off,Off,32.38,73.24
EV120500,Bus,245.25,JBM ECOLIFE,6.13,259.77,11061.2,95.7,25.28,667.96,174.96,1250,90.56,AC,12.0,20.14,64.91,0.82,Aggressive,683.65,86.75,42.34,79.87,Excellent,High,Flat,13.57,Off,47,Off,On,128.41,165.52
EV120501,Car,47.66,Tata Tiago EV,8.8,47.11,2094.5,49.17,24.82,356.46,70.32,1317,85.48,DC Fast,0.7,38.94,71.06,2.24,Aggressive,47.93,56.06,19.72,58.62,Average,Medium,Hilly,4.51,Medium,4,Off,On,32.88,60.91
EV120502,Car,71.71,Tata Tiago EV,0.51,102.37,1253.1,50.68,25.45,429.77,47.78,746,99.2,DC Fast,0.96,64.58,94.8,2.03,Normal,144.38,60.57,28.41,45.11,Average,High,Hilly,16.83,Off,4,Off,On,30.11,119.73
EV120503,Bus,293.39,JBM ECOLIFE,13.78,322.46,15910.0,54.16,20.1,572.69,218.78,2023,76.01,Depot Fast,1.62,39.32,65.29,1.62,Eco,351.7,65.37,24.24,50.63,Average,Low,Mixed,13.86,Medium,37,On,On,137.95,87.56
EV120504,Scooty,5.31,Hero Vida V1,5.33,4.05,155.4,52.71,34.08,61.41,44.63,1378,93.5,Fast Charging,0.94,32.77,86.13,1.58,Eco,126.0,66.75,27.67,81.14,Average,Medium,Flat,4.42,Off,1,Off,On,5.51,47.54
EV120505,Scooty,4.04,Hero Vida V1,6.24,6.02,139.8,92.56,43.58,54.45,29.11,1017,91.67,AC,0.47,63.28,117.07,2.54,Normal,88.46,56.3,25.76,57.16,Good,Medium,Mixed,10.82,Medium,1,Off,On,8.0,42.84
EV120506,Car,53.28,MG ZS EV,8.49,85.57,1840.2,39.85,26.53,329.12,74.64,1255,86.94,AC,5.62,53.72,127.6,2.0,Aggressive,99.47,54.17,30.92,73.57,Good,Medium,Flat,3.14,Off,5,On,On,23.24,79.42
EV120507,Car,76.28,Tata Tiago EV,6.01,63.6,1810.5,13.53,38.48,355.86,59.65,1213,94.08,AC,8.81,51.22,107.31,2.77,Normal,158.09,55.38,28.51,95.51,Excellent,High,Flat,13.96,High,5,Off,On,23.47,41.38
EV120508,Scooty,3.33,Bajaj Chetak,7.27,4.0,115.1,56.42,36.93,65.14,19.12,1201,90.56,AC,0.44,23.96,71.93,1.49,Normal,49.41,56.49,22.88,73.89,Average,Medium,Hilly,18.56,Low,1,On,On,8.0,21.25
EV120509,Car,72.94,MG ZS EV,4.35,167.22,1285.1,55.59,24.32,308.92,47.47,1174,91.67,AC,7.99,42.99,85.8,3.0,Eco,164.98,51.02,24.69,78.06,Good,Medium,Mixed,10.45,Off,2,Off,Off,18.56,200.27
EV120510,Car,42.46,Mahindra XUV400,11.25,77.25,2042.3,20.5,35.28,381.35,111.8,1216,84.01,DC Fast,0.58,51.22,77.45,1.75,Aggressive,70.74,92.32,34.69,61.43,Average,Very High,Flat,10.71,Off,1,On,Off,29.37,24.9
EV120511,Car,81.59,Mahindra XUV400,11.81,87.65,2299.3,94.32,34.02,366.21,57.94,1624,81.51,AC,8.11,61.94,136.72,2.22,Normal,19.12,65.55,25.43,49.28,Average,High,Flat,7.06,Off,3,On,Off,24.69,254.05
EV120512,Scooty,7.02,TVS iQube,0.61,6.04,91.4,54.91,40.97,47.1,24.51,1595,94.89,Fast Charging,1.3,35.12,78.16,1.82,Aggressive,62.99,46.54,33.22,59.19,Average,Medium,Flat,8.88,Off,1,On,On,8.0,45.7
EV120513,Car,78.49,Tata Tiago EV,4.0,77.39,2244.0,25.66,33.51,380.18,92.77,1113,95.31,AC,10.6,25.35,90.73,2.6,Normal,112.79,77.97,29.16,68.91,Good,Low,Flat,8.48,Medium,3,On,Off,19.26,99.66
EV120514,Bus,179.75,JBM ECOLIFE,12.95,154.79,17606.7,46.24,21.01,621.04,264.62,2058,80.54,Depot Fast,1.03,29.37,78.1,2.06,Normal,77.48,98.86,31.54,32.27,Excellent,Medium,Flat,1.61,Low,41,Off,On,123.49,54.2
EV120515,Car,59.0,Tata Tiago EV,1.17,113.5,1149.4,98.3,29.73,381.68,49.39,1226,95.64,DC Fast,0.73,62.57,109.41,1.7,Normal,196.02,66.23,35.24,59.38,Good,High,Flat,10.2,Low,1,Off,Off,22.08,251.18
EV120516,Car,32.93,BYD Atto 3,0.7,108.33,1404.3,43.68,27.81,355.24,128.3,871,97.83,AC,4.39,22.97,82.0,3.34,Normal,240.26,46.79,38.76,72.22,Good,Medium,Hilly,13.43,High,4,Off,On,29.16,48.27
EV120517,Bus,316.64,JBM ECOLIFE,4.64,291.21,13965.6,78.23,26.5,689.74,340.76,1122,89.85,DC Fast,4.36,30.21,94.32,1.15,Normal,149.22,100.0,39.86,47.13,Average,High,Flat,2.9,Medium,53,Off,On,153.87,144.65
EV120518,Bus,323.32,JBM ECOLIFE,11.39,182.36,10328.4,86.8,34.55,613.43,312.62,1059,87.52,DC Fast,3.75,27.85,52.96,1.12,Normal,251.01,96.03,36.83,79.59,Excellent,Medium,Flat,11.35,Medium,49,On,On,117.97,208.21
EV120519,Scooty,3.13,Hero Vida V1,3.68,9.35,94.6,68.62,39.92,58.08,21.28,1262,91.94,AC,0.32,42.11,100.34,1.22,Normal,19.03,51.2,41.57,79.02,Good,Medium,Hilly,13.11,Off,1,Off,On,8.0,24.68
EV120520,Bus,230.06,Ashok Leyland Switch,9.69,304.28,12185.5,44.07,36.5,738.23,229.32,1809,81.16,DC Fast,3.17,26.36,62.79,1.06,Normal,667.89,65.96,23.86,50.68,Average,High,Flat,7.58,Low,52,On,On,128.71,63.93
EV120521,Car,48.49,MG ZS EV,10.9,169.97,1836.6,50.25,31.75,387.48,105.63,1852,84.15,DC Fast,0.74,91.0,148.29,1.42,Normal,72.87,49.14,24.95,67.81,Good,Low,Mixed,12.12,Off,3,Off,On,19.79,103.59
EV120522,Car,72.25,Tata Tiago EV,2.26,107.11,1069.4,22.37,27.63,386.87,49.69,556,97.98,DC Fast,0.96,49.3,107.6,1.37,Eco,146.38,47.37,29.85,44.98,Excellent,Medium,Flat,7.95,Low,1,On,Off,18.45,85.82
EV120523,Car,60.25,Hyundai Ioniq 5,6.55,51.24,1181.3,87.82,23.83,335.22,75.1,1297,87.32,AC,5.71,62.6,130.45,4.55,Normal,156.75,64.64,32.31,59.5,Average,Medium,Flat,12.89,Low,5,On,On,20.82,221.91
EV120524,Car,77.47,Hyundai Ioniq 5,5.92,113.78,1877.6,19.02,32.59,339.25,73.45,778,90.9,DC Fast,1.09,45.78,72.95,2.25,Aggressive,177.26,60.33,23.12,39.25,Good,High,Flat,13.01,Off,2,Off,On,25.36,52.81
EV120525,Scooty,3.0,Bajaj Chetak,7.37,10.98,103.1,72.48,32.88,76.35,53.65,981,94.41,AC,0.34,29.63,67.84,2.0,Normal,198.06,71.7,31.06,69.67,Good,Medium,Hilly,12.22,Off,1,On,On,8.0,25.67
EV120526,Scooty,3.93,Bajaj Chetak,1.96,10.67,133.5,21.13,23.42,65.36,45.53,1370,94.59,AC,0.42,50.84,85.86,1.72,Normal,12.62,63.88,20.68,59.67,Average,Low,Mixed,13.87,Low,1,Off,On,8.0,9.83
EV120527,Car,47.56,BYD Atto 3,0.75,55.21,1114.1,62.62,33.9,370.78,54.09,1066,93.34,AC,4.92,55.69,85.93,2.36,Normal,75.72,86.81,33.58,68.1,Good,Medium,Flat,6.34,Medium,3,Off,On,20.24,137.33
EV120528,Car,74.26,Tata Nexon EV,8.31,155.47,1187.9,59.8,21.06,415.31,61.95,1484,89.94,DC Fast,0.91,58.7,87.51,2.52,Aggressive,181.45,69.92,22.88,40.28,Poor,Low,Flat,15.44,Off,4,Off,Off,25.51,156.56
EV120529,Bus,137.2,JBM ECOLIFE,0.72,313.89,15743.8,43.71,34.28,783.73,87.71,511,99.24,DC Fast,2.07,20.54,74.05,1.02,Normal,252.45,49.55,34.66,89.07,Good,High,Flat,3.82,Medium,46,Off,On,125.29,47.5
EV120530,Car,26.22,Mahindra XUV400,6.11,107.7,1755.3,77.02,27.63,394.23,143.34,1983,87.9,AC,2.6,40.57,112.61,3.41,Normal,85.01,95.36,26.18,56.37,Good,High,Flat,6.89,Medium,3,Off,Off,21.52,82.49
EV120531,Car,56.46,Hyundai Ioniq 5,0.57,68.34,1407.4,26.59,28.14,368.35,138.4,825,99.77,AC,6.16,53.56,109.2,3.0,Eco,150.83,65.77,27.02,59.54,Good,Low,Flat,16.28,Low,1,Off,On,18.5,80.96
EV120532,Car,63.65,Tata Tiago EV,5.64,79.1,1896.2,47.27,34.06,340.3,94.83,596,91.59,AC,6.44,56.24,102.16,2.04,Normal,29.08,50.98,33.3,83.77,Good,High,Flat,13.91,Off,4,Off,Off,24.59,112.05
EV120533,Car,50.48,Tata Tiago EV,3.72,146.67,1797.7,45.27,10.47,366.65,57.77,883,91.33,DC Fast,0.63,33.26,95.35,4.28,Eco,356.04,63.21,35.11,56.46,Excellent,Very High,Flat,7.28,Low,4,Off,Off,22.48,92.84
EV120534,Car,25.77,BYD Atto 3,10.27,138.96,1912.8,68.06,46.88,337.97,44.5,1517,83.52,AC,2.72,61.49,109.31,2.22,Normal,237.32,62.5,17.24,62.81,Excellent,Medium,Hilly,1.3,Off,1,On,On,25.43,57.6
EV120535,Car,67.7,Tata Tiago EV,4.88,122.32,2207.4,88.75,25.3,396.65,120.43,587,92.77,AC,8.46,58.26,138.2,2.53,Aggressive,446.67,71.61,27.42,65.16,Average,Low,Flat,0.0,Off,3,Off,On,22.55,247.14
EV120536,Car,78.81,Tata Tiago EV,2.43,143.02,1836.0,46.87,31.03,338.24,42.47,577,97.88,DC Fast,1.19,59.83,109.8,1.65,Normal,198.94,69.11,31.7,66.67,Good,Medium,Flat,6.49,High,2,Off,Off,22.11,163.51
EV120537,Car,66.78,Mahindra XUV400,8.81,67.89,2051.4,57.33,37.81,393.36,28.81,1481,81.86,AC,8.07,48.01,124.9,2.94,Aggressive,139.94,66.32,34.55,71.63,Good,High,Mixed,6.78,High,5,On,On,33.66,93.1
EV120538,Car,48.41,Mahindra XUV400,4.74,55.32,1051.6,41.91,34.05,384.4,86.99,1002,92.5,DC Fast,0.62,50.91,109.86,3.39,Eco,68.13,39.61,16.08,45.29,Good,Very High,Flat,7.45,High,1,Off,On,25.12,74.72
EV120539,Car,52.09,Tata Tiago EV,9.32,42.56,1195.4,79.51,26.27,397.56,101.58,1369,83.74,AC,6.87,48.69,85.1,2.94,Normal,230.19,65.71,22.15,39.26,Excellent,High,Hilly,15.93,Off,3,On,Off,25.67,135.11
EV120540,Car,65.23,MG ZS EV,5.39,116.41,1525.3,14.57,36.22,336.11,85.71,1703,86.62,DC Fast,0.93,28.42,75.4,2.8,Aggressive,196.35,76.45,19.55,90.28,Excellent,Very High,Mixed,13.16,Medium,3,Off,On,28.27,29.11
EV120541,Car,42.2,Mahindra XUV400,9.17,119.76,1135.8,88.18,17.22,378.59,79.28,1405,81.3,AC,4.16,73.43,148.92,0.89,Eco,266.37,80.41,24.73,77.03,Poor,High,Mixed,3.75,Medium,3,On,Off,28.55,105.97
EV120542,Bus,259.33,JBM ECOLIFE,13.64,247.89,16310.6,37.19,36.41,615.92,243.43,2286,76.52,AC,12.0,44.2,69.82,1.02,Normal,114.72,68.8,27.75,66.03,Average,Medium,Mixed,11.15,Medium,36,Off,On,134.91,54.7
EV120543,Scooty,7.63,Ola S1 Pro,7.01,3.11,97.5,56.51,31.47,63.83,16.5,1616,88.39,AC,0.76,28.65,72.6,1.0,Aggressive,154.25,27.1,42.0,87.24,Good,High,Hilly,5.18,Off,1,Off,On,8.0,47.61
EV120544,Car,27.34,BYD Atto 3,3.4,161.8,1139.0,59.67,36.7,325.8,114.54,850,93.95,DC Fast,0.31,55.75,125.98,3.49,Normal,132.32,69.18,35.34,82.31,Average,Medium,Flat,3.11,High,1,On,On,18.95,80.88
EV120545,Car,64.08,Tata Tiago EV,2.96,55.68,1604.6,27.06,24.77,375.92,69.83,715,96.38,DC Fast,0.86,61.72,111.38,0.79,Eco,80.41,53.15,20.13,66.71,Average,High,Mixed,10.85,Low,2,Off,On,24.68,67.72
EV120546,Car,49.23,BYD Atto 3,3.22,157.91,1806.9,63.59,25.3,366.4,84.22,1232,95.04,AC,4.62,63.72,95.01,1.16,Aggressive,53.32,81.12,35.7,51.86,Good,Low,Hilly,4.39,Medium,1,Off,Off,29.42,101.13
EV120547,Car,37.41,Mahindra XUV400,8.33,146.59,2046.5,51.87,35.09,362.29,112.44,1455,85.27,AC,4.86,69.26,96.3,2.66,Eco,191.11,79.73,42.8,50.79,Poor,High,Flat,10.36,Low,2,Off,On,24.54,67.42
EV120548,Scooty,3.79,Ola S1 Pro,3.32,10.56,124.4,70.22,31.94,52.74,35.41,1133,94.14,AC,0.5,27.11,102.77,0.56,Aggressive,180.77,51.2,29.81,60.08,Average,High,Flat,11.64,High,1,Off,On,8.0,31.35
EV120549,Bus,284.18,Tata Starbus EV,6.48,331.17,11403.6,22.16,49.39,663.5,152.54,1117,91.14,DC Fast,3.51,36.59,98.33,0.64,Normal,181.65,72.87,36.44,63.47,Excellent,High,Mixed,14.13,Medium,11,Off,Off,120.02,47.83
EV120550,Car,71.01,Mahindra XUV400,9.57,66.61,1447.6,95.18,35.69,383.77,105.62,1676,88.5,AC,7.64,58.02,93.78,1.15,Normal,193.15,76.8,31.65,91.72,Good,Medium,Mixed,5.67,Off,3,Off,On,20.83,287.17
EV120551,Car,66.91,Tata Nexon EV,10.23,84.61,1970.8,33.47,31.52,331.05,132.53,1247,83.94,DC Fast,0.87,55.36,132.41,2.85,Normal,186.37,58.22,26.43,98.0,Good,Medium,Flat,17.07,Medium,3,On,Off,20.9,89.95
EV120552,Car,25.69,Mahindra XUV400,3.56,148.18,1268.3,20.29,36.61,313.91,103.26,1103,91.48,DC Fast,0.32,64.37,114.81,3.54,Eco,145.6,49.0,37.95,51.05,Average,High,Hilly,6.76,Off,4,On,On,27.19,17.53
EV120553,Car,52.77,MG ZS EV,11.57,72.11,2183.4,81.87,18.89,344.49,75.92,1883,83.19,AC,5.54,79.88,130.36,1.64,Normal,81.67,53.42,31.68,22.22,Excellent,Medium,Flat,10.65,Off,4,Off,On,22.79,157.74
EV120554,Car,59.32,Hyundai Ioniq 5,6.41,147.29,1218.5,86.66,28.85,300.41,50.63,1299,92.42,DC Fast,0.79,60.92,90.99,0.44,Normal,45.64,57.66,15.34,62.69,Good,Medium,Flat,2.69,Off,1,On,On,16.73,284.09
EV120555,Scooty,7.35,Ola S1 Pro,3.81,6.28,154.2,53.12,19.58,69.95,12.44,1452,89.07,AC,0.75,13.76,93.73,1.7,Normal,78.63,31.19,23.86,23.02,Excellent,Medium,Flat,17.88,Medium,1,On,On,8.0,43.46
EV120556,Car,34.17,Hyundai Ioniq 5,10.16,94.86,1859.9,74.67,42.34,319.52,103.83,1359,83.66,DC Fast,0.41,34.74,77.12,1.45,Normal,192.84,62.06,34.06,50.62,Good,Medium,Hilly,8.81,Off,2,On,On,25.9,82.43
EV120557,Scooty,3.47,Ather 450X,2.54,9.8,100.7,93.0,31.19,54.58,80.64,865,93.65,AC,0.46,64.6,124.19,2.26,Normal,116.05,72.7,38.3,66.93,Good,High,Flat,15.79,Medium,1,Off,Off,8.0,37.77
EV120558,Scooty,7.73,Hero Vida V1,1.3,5.32,157.4,49.98,38.52,57.01,64.1,1124,95.39,Fast Charging,1.36,36.7,77.37,1.62,Aggressive,81.74,40.55,39.65,66.19,Average,Very High,Flat,13.03,Low,1,Off,On,8.0,46.04
EV120559,Car,29.12,Tata Tiago EV,1.12,165.93,1548.9,25.33,34.63,348.35,49.34,545,97.96,AC,3.1,56.69,108.22,2.49,Normal,42.65,56.97,41.3,60.95,Average,High,Hilly,6.04,Off,4,Off,On,29.15,24.78
EV120560,Bus,232.77,Olectra C9,11.9,202.82,8488.5,93.85,36.79,691.9,215.28,1680,80.63,DC Fast,3.56,33.2,74.92,1.36,Eco,132.45,91.92,27.06,66.07,Average,Medium,Flat,13.35,Off,46,On,On,136.09,129.43
EV120561,Scooty,3.26,Ather 450X,6.95,4.32,95.8,87.68,34.61,61.2,15.11,1320,87.22,Fast Charging,0.58,55.5,118.27,1.88,Eco,76.62,70.57,26.44,52.78,Average,Medium,Mixed,13.91,Low,1,Off,On,8.0,31.13
EV120562,Car,52.61,Tata Nexon EV,3.79,92.11,1682.4,79.97,23.41,354.46,124.98,882,94.51,DC Fast,0.69,33.82,91.28,1.12,Normal,401.26,67.04,24.1,49.77,Good,Low,Flat,13.36,High,5,Off,On,19.08,208.4
EV120563,Bus,300.36,Olectra C9,5.66,154.9,13595.2,18.52,53.31,670.15,165.58,913,92.78,Depot Fast,1.58,43.88,113.75,0.95,Normal,57.12,61.38,33.3,82.59,Good,Medium,Flat,2.93,High,51,Off,On,128.29,40.23
EV120564,Scooty,4.96,TVS iQube,7.74,4.01,123.2,52.83,24.56,55.33,36.6,1376,85.76,AC,0.61,41.25,111.96,2.42,Normal,88.27,83.25,27.41,44.59,Good,High,Mixed,3.57,Low,1,On,Off,8.0,28.07
EV120565,Car,24.32,Hyundai Ioniq 5,10.17,100.23,1555.2,77.83,24.11,347.08,45.54,2035,80.58,AC,2.91,55.85,94.4,3.23,Eco,224.74,65.64,20.89,67.29,Poor,Medium,Mixed,6.54,Medium,4,Off,Off,25.37,60.11
EV120566,Car,43.27,Tata Tiago EV,8.47,42.94,2140.6,16.1,33.91,406.53,74.71,1611,84.89,DC Fast,0.61,31.95,92.64,2.21,Normal,423.26,55.69,33.84,51.79,Good,Medium,Mixed,17.56,Medium,3,On,On,24.11,24.53
EV120567,Car,66.64,Hyundai Ioniq 5,6.93,97.93,1695.7,46.15,24.39,357.27,93.92,1491,86.73,DC Fast,0.86,68.56,94.69,2.98,Eco,301.92,77.25,30.54,41.2,Excellent,Low,Flat,17.47,Medium,2,On,On,18.5,144.17
EV120568,Scooty,3.28,Hero Vida V1,4.38,9.81,115.7,52.61,32.61,64.45,17.93,865,92.11,AC,0.35,39.75,88.18,1.13,Aggressive,47.74,63.09,22.88,68.22,Good,Medium,Flat,10.42,Medium,1,On,On,8.0,19.86
EV120569,Bus,214.76,Tata Starbus EV,13.45,254.45,11175.9,81.69,45.76,668.68,242.33,1386,78.38,DC Fast,2.35,29.77,103.97,1.25,Aggressive,66.13,52.72,34.12,68.23,Good,Very High,Hilly,16.35,Medium,43,Off,On,138.98,98.94
EV120570,Car,27.96,BYD Atto 3,1.69,110.57,1714.0,51.88,37.57,362.73,30.31,531,96.43,DC Fast,0.44,52.72,85.7,3.44,Eco,130.88,86.67,30.7,58.41,Poor,Low,Flat,16.52,Low,3,Off,Off,20.97,66.71
EV120571,Car,27.94,Tata Nexon EV,3.27,41.44,1369.8,82.64,20.33,376.23,50.02,862,92.41,DC Fast,0.41,53.63,113.57,2.03,Normal,225.4,74.94,25.34,80.23,Good,Medium,Hilly,12.49,Low,4,Off,On,26.53,80.43
EV120572,Car,37.61,Tata Tiago EV,10.67,119.97,1498.2,73.02,28.23,367.01,63.09,1337,90.46,DC Fast,0.59,18.77,75.42,1.9,Aggressive,102.43,68.42,23.67,52.26,Good,Very High,Hilly,3.56,Off,5,Off,On,32.18,77.22
EV120573,Scooty,5.36,Ather 450X,1.48,7.58,105.4,76.51,12.39,52.73,15.25,1407,93.53,AC,0.56,45.05,79.94,2.02,Normal,106.03,42.39,32.96,31.27,Average,Low,Flat,7.68,High,1,On,On,8.0,47.9
EV120574,Car,53.79,Mahindra XUV400,2.94,100.89,2250.9,23.06,32.26,339.13,95.46,950,92.93,DC Fast,0.71,40.01,116.91,1.63,Eco,49.07,79.32,26.29,33.17,Good,Low,Flat,7.85,Off,3,Off,On,16.68,69.11
EV120575,Car,41.82,Tata Tiago EV,0.6,63.92,2185.9,18.58,22.25,317.59,66.5,880,98.57,AC,4.36,52.06,79.61,2.55,Normal,164.29,56.38,24.14,58.66,Average,Medium,Flat,5.76,High,1,Off,Off,21.07,36.35
EV120576,Car,59.18,Tata Nexon EV,11.04,119.02,1667.0,53.32,23.47,437.12,78.29,1540,85.01,DC Fast,0.89,50.86,84.8,1.9,Normal,443.73,62.17,16.59,56.63,Poor,High,Flat,12.74,High,4,On,On,28.44,94.33
EV120577,Scooty,6.33,Hero Vida V1,2.07,9.25,115.6,20.26,33.62,56.46,56.27,806,94.68,AC,0.61,43.2,122.64,2.38,Normal,22.89,68.14,39.06,57.27,Good,High,Mixed,2.93,Medium,1,Off,On,8.0,15.17
EV120578,Car,43.69,MG ZS EV,8.59,130.32,1761.8,87.01,21.3,372.44,80.31,1380,90.34,DC Fast,0.61,46.47,125.32,1.34,Normal,140.58,69.64,17.71,56.82,Average,Very High,Flat,2.19,High,1,On,On,26.49,129.62
EV120579,Car,35.49,Tata Tiago EV,4.52,149.41,1923.6,85.43,35.96,358.29,73.67,1327,87.83,AC,4.75,32.98,83.99,1.59,Aggressive,85.11,61.29,32.47,36.24,Good,Low,Mixed,21.09,Low,5,Off,Off,24.87,107.05
EV120580,Car,76.15,BYD Atto 3,4.53,46.28,1963.7,56.14,29.53,351.15,107.78,1401,89.97,AC,9.5,74.26,118.36,2.96,Eco,57.32,85.19,21.03,90.81,Poor,Low,Flat,10.14,Low,5,On,On,20.67,186.04
EV120581,Car,38.72,Tata Nexon EV,2.15,42.87,1548.5,9.98,24.63,417.43,89.47,1079,93.25,DC Fast,0.42,53.64,122.82,1.87,Eco,146.72,79.16,24.15,86.75,Good,Low,Flat,13.9,Low,4,Off,On,16.27,22.14
EV120582,Car,80.17,BYD Atto 3,11.04,153.65,1947.9,68.73,39.58,308.43,66.24,1639,85.43,AC,7.61,51.46,79.35,2.99,Normal,96.46,47.76,18.49,41.71,Poor,Medium,Flat,8.52,Medium,3,Off,On,25.32,185.9
EV120583,Car,69.12,Mahindra XUV400,7.41,128.05,1122.1,84.07,27.32,414.67,77.41,1275,92.76,DC Fast,0.79,41.1,99.79,2.32,Normal,598.01,87.29,31.8,68.37,Good,Low,Flat,3.31,Low,5,On,On,17.38,310.17
EV120584,Scooty,2.51,Ola S1 Pro,1.74,5.92,92.5,79.88,25.83,67.8,82.99,1269,95.09,AC,0.28,38.07,101.63,2.96,Normal,127.96,42.21,30.36,80.36,Good,Low,Hilly,8.21,Medium,1,On,Off,8.0,23.8
EV120585,Car,27.92,Hyundai Ioniq 5,4.06,167.6,1145.1,61.16,31.37,363.51,83.52,976,91.99,AC,3.39,32.63,57.83,2.62,Normal,153.25,49.9,29.34,61.59,Excellent,Low,Mixed,6.02,High,3,Off,Off,21.29,73.8
EV120586,Car,61.08,BYD Atto 3,3.83,136.2,1551.7,29.73,43.06,372.11,53.82,854,94.05,AC,5.72,56.13,92.45,3.1,Eco,140.76,95.79,16.77,47.12,Average,Medium,Mixed,8.23,Medium,5,Off,On,23.29,73.32
